,Comment,Date,Insult,Usage
2226,"""Anytime liberal parrots come here claiming that Fox News isn\\xe2\\x80\\x99t fair and balanced I want to ask who CNN, MSNBC, the N Y Times or any over the air liberal news outlets have as conservative commentators or contributors. Fox employs many liberals, lets have a look;\\xe3\\x80\\x801 Juan Williams (a senior news analyst for NPR from 1999 to 2010)\\xe3\\x80\\x802 Alan Colmes (his vitriolic liberal bigotry only outdone in the liberal arena by Keith Olbermann)\\xe3\\x80\\x803 Kirsten Powers (Democratic political analyst and former Anthony Weiner flame)\\xe3\\x80\\x804 Shepard Smith (stays pretty well on the fence and is reportedly gay according to OUT magazine and other sources)\\xe3\\x80\\x805 Geraldo Rivera (positively the most apologetic contributor for the plight of illegal immigrants on any network)\\xe3\\x80\\x806 Mara Laisson (national political correspondent for NPR)\\xe3\\x80\\x807 Bill Schulz (Red Eye\\xe2\\x80\\x99s token gay guy)\\xe3\\x80\\x808 Susan Estrich (campaign manager for Michael Dukakis)\\xe3\\x80\\x809 Ed Henry (he was the White House correspondent at CNN)\\xe3\\x80\\x8010 Bob Beckel (worked for Robert Kennedy\\xe2\\x80\\x99s and Walter Mondale\\xe2\\x80\\x99s Presidential campaigns and was Deputy Assistant for Secretary of State for Jimmy Carter)\\xe3\\x80\\x8011 Tamara Holder (famously claimed Rick Perry wants to kiII babies)\\xe3\\x80\\x8012 Sally Kohn (former \\xe2\\x80\\x9ccommunity organizer\\xe2\\x80\\x9d as well as a Senior Campaign Strategist with the Center for Community Change, a George Soros funded organization where she served as co-Director)\\xe3\\x80\\x8013 Jehmu Green (served as an advisor on Senator Hillary Clinton's 2008 presidential campaign and worked for Secretary of State Clinton, was a former National Director of Project Vote and co-founded Define American, an immigration reform organization)\\xe3\\x80\\x8014 Doug Schoen (worked on the presidential campaigns of Democrats Bill Clinton, Hillary Clinton and mayoral campaign for Ed Koch)\\xe3\\x80\\x80So liberals, where are the conservative counterparts on YOUR preferred networks? """,,0,
2227,"""ah, the same way you hate white people. Don't try to act so innoccent.""",20120502224113Z,1,
2228,"""money diggin bitch !! she looks like a rat""",,0,
2229,"""Yeah life a programmer behind the keyboard do me a favor no really I really need you to do me a favor alot of people think diffent than you do but since you want to come out your face tough computer screen guy do me a favor and suck my dick ok no beat it cock sucker.\n\nDoc""",20120609180412Z,1,
2230,"""you is shit""",20120320165616Z,1,
2231,"""even if the bucks won the nba, they wouldnt catapult past the bulls in popularity""",20120529171258Z,0,
2232,"""Damn straight my friend, if it's not the judges own daughter then he does'nt care, if it had been mine or yours there would be a very steep penalty to pay! There is one thing I admire bout Muslim laws, no f' ing around, ind the nearest wall or tree!""",20120609212213Z,0,
2233,"""I'd rather have an old, straight white guy than the stupid fcking zebra we have now....everything he touches turns toshit............""",20120620034735Z,0,
2234,"""@christopher_m there are lots of animals in trouble""",,0,
2235,"""i believe the vikings offered Gurley a roster spot last season. he choose to stay on the GB practice squad. im no pro scout but if another nfl team wants to sign him, he may have potential""",20120530120909Z,0,
2236,"""You were born a bald-headed freak.""",20120527213529Z,1,
2237,"""Rob...you're one pathetic asshole...and ""libs"" aren't responsible for that.""",20120609181200Z,1,
2238,"""Moronic statement pea brain.  There is no pledge to be respectful to the commander in chief.  I was still in, am retired, when that trash just about starved us out of the military\\xe2\\x80\\xa6\\xe2\\x80\\xa6that was after voting for him. \\n\\n\\nClueless libtard.""",,1,
2239,"""You're missing the point of the post, Chester.\xa0 I am not claiming to be a manager; I am just pointing out that it's premature for Hodgson to say his critics are all wrong as if we've sussed it. We haven't.""",20120620140642Z,0,
2240,"""Beautiful, freecheese, just beautiful!\n\nA poetic verse of knowledge and wisdom - it should be posted in the Congressional chambers.""",20120610161340Z,0,
2241,"""Go away, Flora. \xa0Take your spam with you. \xa0And if you MUST comment, then\n\ndon't steal words from other posts.\n\nSPAM ALERT \xa0 Flag her post.""",20120620082015Z,1,
2242,"""She can spew 'True Lies' because DemonCrats are Fuckin' Retarded, and she knows it. They'll take what she or President Kardashian says at face value.""",20120619203448Z,0,
2243,"""OOOOOOOOOOOO...... OH.........ooooooooooooo.....Do your little wrists flap when you post? HUH? \xa0 \xa0Hmmmmmm?""",20120515125429Z,0,
2244,"""madonna is the world's best singerr for everrrrrrrr and everrrrrr\n\xa0go fuck yourself you stupid ugly copy cattttt \nbillboard listed madonna #2 only after the beatles the gretest singer of all time so gaga and little monsters go fuck yourselvesss ha ha ha ha youre copy cat will never reach any thing like this ha ha ha ha""",20120611235045Z,0,
2245,"""You are a sad, ignorant, pitiable fuck.\n\nI take that back.  You're not worthy of pity.""",20120530052232Z,1,
2246,"""That guy is a real fuckstick.""",20120610031702Z,1,
2247,"""Jason terry and manu ginobli comes off the bench but there the 2nd best players on there team so whats your point?""",20120528064344Z,0,
2248,"""Ah, but when you go into the PS you don't have to option or DFA the guys you aren't going to use. You just don't use them, and they're still available to you for trades in the off season, when the type of players we've got to spare will have better trade value.""",20120620163137Z,0,
2249,"""Kevin: And Alessandra, being a pedophile is not a form of normal sexuality.\\xc2\\xa0 \\nPlenty of heterosexuals are pedophiles.\\xc2\\xa0 pedophilia, like rape, is about\\n power not sex. \\n========================================================\\nKevin, look up the word sexuality, because if you think it does not relate to different sexual dynamics, you are completely mistaken about its meaning. Pedophilia is a deformed and dysfunctional kind of sexuality. Moreover, every sexuality and relationship dynamics involves power issues. You are just blind to this most basic fact that every human relationship has power issues at its core.\\n\\n\\xc2\\xa0It\\'s obvious you come from a very mediocre public school to believe a stupid irrational statement such as your last one is actually smart (\\xc2\\xa0 ""pedophilia, like rape, is about\\n power not sex"" ). \\n\\nLiberals like you just don\\'t want to face how many sexually deformed people there are in society.\\n""",,0,
2250,"""@SaintMarty Kovachoo was playing tonight?""",20120612015709Z,0,
2251,"""it won't be as dramatic as that... I mean we england fans who go to   Poland have been given the safest guarantee that we won't stay long   there anyway, after the first round we'll all be back to England with   our team of heroes who battled and fought but were just unlucky. LOL""",20120528114520Z,0,
2252,"""How do you account for the well thought out plans being pursued in Germany today under the influence of green ministers in particular?\xa0 \n\nI think you are drawing a caricature - not very convincing.""",20120618193801Z,0,
2253,"""DO YOU BELIEVE THAT YOU ARE BETTER THAN FORAN? YOU LOST TO THEN 3 TIMES!!!!!!!!!!!!!!!!!!!!""",20120612000710Z,0,
2254,"""@londonmum\xa0 Go out for another cigarette.\xa0 You are having nicotine withdrawal""",20120515225419Z,0,
2255,"""Really, you do a\xa0one time 100K fund raiser and your comparing it to skipit55....... are you really that stupid.....\xa0 Do the math!\xa0 What a moron, your so proud of yourself: ""Did they do that?"".\xa0 Yes and they still are adding to it.""",20120320163732Z,1,
2256,"""Lucky that these COWARDS were caught ! Shame on them and shame on thier family and friends who helped them. There is one place for criminals like these GTMO!""",,0,
2257,"""\\xc2\\xa0\\n\\xc2\\xa0WOW\\nWhat a fact filled thought provoking well reasoned rebuttal.\\nYou sure disproved my post word for word.\\nIn fact you changed my opinion on gay marriage.\\n\\n/sarcasm off\\n""",,0,
2258,"""The only fun games for Kinect are Dance Central or some mindless party game when you have people over and you are all drinking.  Nothing else about Kinect is fun.""",20120620165847Z,0,
2259,"""\\xc2\\xa0Are you serious?\\xc2\\xa0 Breaking and entering, assault and battery, rape.\\xc2\\xa0 Endangering an infant.\\xc2\\xa0 That guy should be put away for good.""",,0,
2260,"""You are a piece of shit mr e=mc2!!\xa0\xa0 I hope you get shot in the face next time you and your fellow gang members break into someone else house.\xa0 SCUMBAG!!!""",20120320145926Z,1,
2261,"""No, it's because your liberal Messiah is SUCH a monumental LOSER!""",20120611225727Z,0,
2262,"""Are you retarded faggot?? lol\n\nIf you are blind and dont use widgets, then that doesnt mean everyone else doesn't use them. Widgets is one of the reasons people like android and prefer it agains iOS. You can have any types of widgets, for weather, seeing your twitter and stuff .. and on ios you scroll like an idiot like a minute, and when you finally found the apps you still have to click a couple of times before you see what you need.\n\nAndroid 2:0 iOS ;]""",20120611195735Z,0,
2263,"""Come back to reality, Barry wasn't mentioned in the article. You're seeing ghosts that aren't there.""",20120529211140Z,0,
2264,"""Ya well thanks to you posting that I lost a big reply I was making to 2veritas2. lol Such a stupid forum.""",20120611164344Z,0,
2265,"""Regardless. They can't ban you for something other people are doing.""",20120529185955Z,0,
2266,"""fucking russians""",20120619165230Z,0,
2267,"""Hey all,\u2028I scream like a b!tch because my daddy has his balls up my ass.\nIf I can sound like a bigger p-ssy drip, let me know, since I'm too fcking stupid to understand when everyone called me a litlle b-tch for talking stupid about Kelly Thomas. I hijack a screen name and post as GROWAPAIR, LOL losers\u2028.\u2028I'm Boyle Heights Citizen--THE ORIGINAL INTERNET PUS$Y, here with never anything to say but to be a brain dead ass breath, I will lick the ass of anyone who calls me GROWAPAIR, he called me out as the ball sniffing chicken punk I am, so I hijack his screen name to show I'm a lowlife sh-thole loser hiding with my daddy's balls up my ass.""",20120609223422Z,1,
2268,"""You are such a creep.\xa0 Go back to cooking.""",20120320170009Z,1,
2269,"""Ron Paul isn\\'t looking to ""win"" the nomination.\\xc2\\xa0 He is trying to get enough delegates so that he can gain a seat on and have some influence over the GOP platform committee.\\xc2\\xa0 Like his supporters, he would like to see his budget plan adopted as the GOP budget plan.\\xc2\\xa0 It will save $1 trillion in the first year alone and pay our debt off in less than a decade instead of the centuries the status quo parties want. He wants the NDAA repealed, which will return our 4th, 5th, and 10th Amendment rights to ALL Americans.\\xc2\\xa0 He wants the failing unConstitutional departments and agencies phased out and the power of those agencies and departments returned to the states where they rightfully belong.\\xc2\\xa0 Not only do those states already have duplicates of those departments\\xc2\\xa0and agencies up and running, they had them before the feds ever stuck their noses into the\\xc2\\xa0business the Constitution\\xc2\\xa0clearly states belongs to the states, but the state run departments and agencies were not only successful, they are far cheaper to run.\\xc2\\xa0 Ron Paul also believes that the number one job of the federal government is to provide the military protection\\xc2\\xa0for common defense of all the states.\\xc2\\xa0 He would like to see military pay raised so that a large section of the non-com\\xc2\\xa0personnel don\\'t fall in the category of qualifying for food stamps and welfare, but aren\\'t allowed to receive it because they are ""government personnel.""\\xc2\\xa0 He wants our weapons and technology brought up to and maintained as the best in the world.\\xc2\\xa0 He believes that congress must DECLARE war before our military can be sent into harm\\'s way, instead of having some idiot like odumbo go to the UN to get their blessing to blow billions on an unConstitutional w a r - Libya.\\xc2\\xa0 He want the US out of the UN and the UN out of the US.\\xc2\\xa0 The UN is more corrupt than Chicago politics and costs\\xc2\\xa0American taxpayers even more.\\xc2\\xa0 The\\xc2\\xa0Un is the most anti American organization in the world.\\xc2\\xa0 The billions of $$$\\'s\\xc2\\xa0we send them every year go straight into the pockets of the corrupt diplomats and the dictators who send them to the UN.\\xc2\\xa0\\xc2\\xa0That is what Ron Paul is hoping to achieve with his candidacy.\\xc2\\xa0 Why don\\'t you do a little research on Ron Paul instead of swallowing the status quo parties\\' BS lies they\\'ve been spewing.\\xc2\\xa0\\xc2\\xa0""",,0,
